"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"1531","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","790","52","CognitiveComplexity","The method 'getQSQcompletedQuestionaressec(String)' has a cognitive complexity of 32, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1532","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","790","52","CyclomaticComplexity","The method 'getQSQcompletedQuestionaressec(String)' has a cyclomatic complexity of 17.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1533","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","815","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1534","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","849","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1535","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","901","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1536","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","969","36","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1537","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","969","36","StdCyclomaticComplexity","The method 'getQSQExpiredQuestionnairesec' has a Standard Cyclomatic Complexity of 14.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1538","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","969","36","CognitiveComplexity","The method 'getQSQExpiredQuestionnairesec()' has a cognitive complexity of 36, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1539","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","969","36","CyclomaticComplexity","The method 'getQSQExpiredQuestionnairesec()' has a cyclomatic complexity of 19.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1540","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","969","36","NcssMethodCount","The method 'getQSQExpiredQuestionnairesec()' has an NCSS line count of 51","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1541","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","993","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1542","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","1027","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1543","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","1105","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1544","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","11","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1545","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","11","27","StdCyclomaticComplexity","The class 'BI_PSP_CurrentAndCaregiverUser' has a Standard Cyclomatic Complexity of 13 (Highest = 12).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1546","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","11","27","TooManyFields","Too many fields","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"1547","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","59","36","StdCyclomaticComplexity","The method 'getAssessmentsByCurrentUserName' has a Standard Cyclomatic Complexity of 12.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1548","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","59","36","NcssMethodCount","The method 'getAssessmentsByCurrentUserName()' has an NCSS line count of 43","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1549","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","59","36","CognitiveComplexity","The method 'getAssessmentsByCurrentUserName(String)' has a cognitive complexity of 31, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1550","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","59","36","CyclomaticComplexity","The method 'getAssessmentsByCurrentUserName(String)' has a cyclomatic complexity of 15.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1551","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","86","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1552","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","124","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1553","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CurrentAndCaregiverUser.cls","174","31","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1554","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","15","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1555","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","15","27","StdCyclomaticComplexity","The class 'BI_PSP_GetAssessmentQuestions' has a Standard Cyclomatic Complexity of 6 (Highest = 14).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1556","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","15","27","CognitiveComplexity","The class 'BI_PSP_GetAssessmentQuestions' has a total cognitive complexity of 79 (highest 38), current threshold is 50","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1557","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","15","27","CyclomaticComplexity","The class 'BI_PSP_GetAssessmentQuestions' has a total cyclomatic complexity of 56 (highest 18).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1558","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","15","27","TooManyFields","Too many fields","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"1559","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","176","52","StdCyclomaticComplexity","The method 'draftResponseOfIntroduction' has a Standard Cyclomatic Complexity of 11.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1560","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","176","52","CognitiveComplexity","The method 'draftResponseOfIntroduction()' has a cognitive complexity of 31, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1561","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","176","52","CyclomaticComplexity","The method 'draftResponseOfIntroduction()' has a cyclomatic complexity of 13.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1562","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","176","52","NcssMethodCount","The method 'draftResponseOfIntroduction()' has an NCSS line count of 41","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1563","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","205","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1564","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","257","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1565","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","478","26","StdCyclomaticComplexity","The method 'patientstatusreturn' has a Standard Cyclomatic Complexity of 14.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1566","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","478","26","CognitiveComplexity","The method 'patientstatusreturn()' has a cognitive complexity of 38, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1567","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","478","26","CyclomaticComplexity","The method 'patientstatusreturn()' has a cyclomatic complexity of 18.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1568","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","478","26","NcssMethodCount","The method 'patientstatusreturn()' has an NCSS line count of 52","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1569","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GetAssessmentQuestions.cls","508","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1570","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","11","30","StdCyclomaticComplexity","The class 'BI_PSP_GraphCtrl' has a Standard Cyclomatic Complexity of 10 (Highest = 12).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1571","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","16","23","VariableNamingConventions","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'BI_PSP_Symptom_Staus_Inactive' is not final.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1572","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","16","23","FieldNamingConventions","The static field name 'BI_PSP_Symptom_Staus_Inactive' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"1573","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","16","23","VariableNamingConventions","Variables should start with a lowercase character, 'BI_PSP_Symptom_Staus_Inactive' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1574","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","17","23","VariableNamingConventions","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'BI_PSP_Inprogess' is not final.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1575","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","17","23","FieldNamingConventions","The static field name 'BI_PSP_Inprogess' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"1576","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","17","23","VariableNamingConventions","Variables should start with a lowercase character, 'BI_PSP_Inprogess' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1577","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","18","23","VariableNamingConventions","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'BI_PSP_AssessmentStatus_Expired' is not final.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1578","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","18","23","FieldNamingConventions","The static field name 'BI_PSP_AssessmentStatus_Expired' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"1579","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","18","23","VariableNamingConventions","Variables should start with a lowercase character, 'BI_PSP_AssessmentStatus_Expired' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1580","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","19","23","VariableNamingConventions","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'BI_PSP_AssessmentName_Intro' is not final.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1581","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","19","23","FieldNamingConventions","The static field name 'BI_PSP_AssessmentName_Intro' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"1582","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","19","23","VariableNamingConventions","Variables should start with a lowercase character, 'BI_PSP_AssessmentName_Intro' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1583","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_GraphCtrl.cls","20","23","VariableNamingConventions","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'BI_PSP_AssessmentName_QSQ' is not final.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
